#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.alignID	mm10.kgXref.kgID	mm10.kgXref.mRNA	mm10.kgXref.spID	mm10.kgXref.spDisplayID	mm10.kgXref.geneSymbol	mm10.kgXref.refseq	mm10.kgXref.protAcc	mm10.kgXref.description	mm10.kgXref.tRnaName
ENSMUST00000164822.7	chr14	+	73142536	73184218	uc007upk.4	ENSMUST00000164822.7	NM_134083	Q99LJ7	RCBT2_MOUSE	Rcbtb2	NM_134083	NM_134083	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 2, mRNA. (from RefSeq NM_134083)	
ENSMUST00000169513.7	chr14	+	73143098	73184218	uc007upm.4	ENSMUST00000169513.7	NR_033185	Q99LJ7	RCBT2_MOUSE	Rcbtb2	NR_033185	NR_033185	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 (Rcbtb2), transcript variant 3, non-coding RNA. (from RefSeq NR_033185)	
ENSMUST00000171767.7	chr14	+	73142862	73207843	uc007upn.3	ENSMUST00000171767.7	AK013540	E9Q3B1	E9Q3B1_MOUSE	Rcbtb2			Contains 1 BTB (POZ) domain. (from UniProt E9Q3B1)	
ENSMUST00000124608.1	chr14	+	75131158	75148080	uc288vrt.1	ENSMUST00000124608.1	AK149574			Lcp1			Lcp1 (from geneSymbol)	
ENSMUST00000148609.1	chr14	+	75174946	75178023	uc288vry.1	ENSMUST00000148609.1	AK170402			Lcp1			Lcp1 (from geneSymbol)	
ENSMUST00000149883.1	chr14	+	75176207	75198142	uc288vrz.1	ENSMUST00000149883.1	BC022943			Lcp1			Lcp1 (from geneSymbol)	
ENSMUST00000130510.1	chr14	+	75197899	75199366	uc288vsb.1	ENSMUST00000130510.1	D37837			Lcp1			Lcp1 (from geneSymbol)	
ENSMUST00000143539.7	chr14	+	75131100	75199444	uc288vrs.1	ENSMUST00000143539.7	D37837	D3YZ25	D3YZ25_MOUSE	Lcp1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YZ25)	
ENSMUST00000122840.7	chr14	+	75136474	75200454	uc288vrx.1	ENSMUST00000122840.7	BC022943	D3YVW8	D3YVW8_MOUSE	Lcp1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YVW8)	
ENSMUST00000125833.7	chr14	+	75131498	75200463	uc288vrv.1	ENSMUST00000125833.7	AK149790	D3Z7D9	D3Z7D9_MOUSE	Lcp1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3Z7D9)	
ENSMUST00000134114.7	chr14	+	75131158	75200514	uc288vru.1	ENSMUST00000134114.7	BC022943	D3Z311	D3Z311_MOUSE	Lcp1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3Z311)	
ENSMUST00000124499.7	chr14	+	75131553	75229796	uc007uqm.3	ENSMUST00000124499.7	NM_001247984	Q61233	PLSL_MOUSE	Lcp1	NM_001247984	NM_001247984	Mus musculus lymphocyte cytosolic protein 1 (Lcp1), transcript variant 1, mRNA. (from RefSeq NM_001247984)	
ENSMUST00000131802.1	chr14	+	75190328	75230816	uc007uqo.3	ENSMUST00000131802.1	AK030987	Q61233	PLSL_MOUSE	Lcp1			Actin-binding protein. Plays a role in the activation of  T-cells in response to costimulation through TCR/CD3 and CD2 or  CD28. Modulates the cell surface expression of IL2RA/CD25 and CD69  (By similarity). (from UniProt Q61233)	
ENSMUST00000145303.7	chr14	+	75136331	75230842	uc007uqn.3	ENSMUST00000145303.7	NM_008879	Q61233	PLSL_MOUSE	Lcp1	NM_008879	NM_008879	Mus musculus lymphocyte cytosolic protein 1 (Lcp1), transcript variant 2, mRNA. (from RefSeq NM_008879)	
ENSMUST00000194214.1	chr14	-	79769031	79771204	uc288vwy.1	ENSMUST00000194214.1				Pcdh8			Pcdh8 (from geneSymbol)	
ENSMUST00000039568.10	chr14	-	79766774	79771312	uc007uti.4	ENSMUST00000039568.10	NM_021543	Q7TSK3	PCDH8_MOUSE	Pcdh8	NM_021543	NM_021543	Mus musculus protocadherin 8 (Pcdh8), transcript variant 1, mRNA. (from RefSeq NM_021543)	
ENSMUST00000195355.1	chr14	-	79766779	79771312	uc007utj.4	ENSMUST00000195355.1	NM_001042726	Q7TSK3	PCDH8_MOUSE	Pcdh8	NM_001042726	NM_001042726	Mus musculus protocadherin 8 (Pcdh8), transcript variant 2, mRNA. (from RefSeq NM_001042726)	
ENSMUST00000195034.1	chr14	-	79766783	79771312	uc029smd.2	ENSMUST00000195034.1	LF200105			Pcdh8			Pcdh8 (from geneSymbol)	
ENSMUST00000227824.1	chr14	-	103814727	103843695	uc007uwy.3	ENSMUST00000227824.1	NM_001276296	P48302	EDNRB_MOUSE	Ednrb	NM_001276296	NM_001276296	Mus musculus endothelin receptor type B (Ednrb), transcript variant 3, mRNA. (from RefSeq NM_001276296)	
ENSMUST00000172237.1	chr14	-	103814625	103843696	uc007uww.4	ENSMUST00000172237.1	NM_007904	P48302	EDNRB_MOUSE	Ednrb	NM_007904	NM_007904	Mus musculus endothelin receptor type B (Ednrb), transcript variant 1, mRNA. (from RefSeq NM_007904)	
ENSMUST00000022718.10	chr14	-	103814624	103844402	uc007uwx.4	ENSMUST00000022718.10	NM_001136061	P48302	EDNRB_MOUSE	Ednrb	NM_001136061	NM_001136061	Mus musculus endothelin receptor type B (Ednrb), transcript variant 2, mRNA. (from RefSeq NM_001136061)	
ENSMUST00000146631.1	chr15	+	6653922	6654741	uc288wuv.1	ENSMUST00000146631.1	AK195395			Gm7666			Gm7666 (from geneSymbol)	
ENSMUST00000022744.4	chr15	+	7810845	7837575	uc007vee.3	ENSMUST00000022744.4	NM_010275	P48540	GDNF_MOUSE	Gdnf	NM_010275	NM_010275	Mus musculus glial cell line derived neurotrophic factor (Gdnf), transcript variant 1, mRNA. (from RefSeq NM_010275)	
ENSMUST00000005493.13	chr15	-	8634123	8710764	uc007vey.3	ENSMUST00000005493.13	NM_148938	Q543U3	Q543U3_MOUSE	Slc1a3	NM_148938	NM_148938	Mus musculus solute carrier family 1 (glial high affinity glutamate transporter), member 3 (Slc1a3), mRNA. (from RefSeq NM_148938)	
ENSMUST00000125997.1	chr15	-	8634725	8651506	uc288wwl.1	ENSMUST00000125997.1	BC055300			Slc1a3			Slc1a3 (from geneSymbol)	
ENSMUST00000128879.1	chr15	-	8642255	8643247	uc288wwm.1	ENSMUST00000128879.1	AK040798			Slc1a3			Slc1a3 (from geneSymbol)	
ENSMUST00000153455.7	chr15	-	8680520	8710416	uc288wwo.1	ENSMUST00000153455.7	AK045716			Slc1a3			Slc1a3 (from geneSymbol)	
ENSMUST00000157065.1	chr15	-	8686015	8710409	uc007vez.3	ENSMUST00000157065.1	BC028638	D3YY51	D3YY51_MOUSE	Slc1a3			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YY51)	
ENSMUST00000129325.1	chr15	-	8687897	8710496	uc288wwp.1	ENSMUST00000129325.1	BC058711			Slc1a3			Slc1a3 (from geneSymbol)	
ENSMUST00000133309.1	chr15	-	8707609	8710481	uc288wwq.1	ENSMUST00000133309.1	AK162575			Slc1a3			Slc1a3 (from geneSymbol)	
ENSMUST00000126747.1	chr15	-	8708742	8709588	uc288wwr.1	ENSMUST00000126747.1	AH005571			Slc1a3			Slc1a3 (from geneSymbol)	
ENSMUST00000096482.9	chr15	-	9111984	9140365	uc007vff.3	ENSMUST00000096482.9	NM_013787	Q9Z0Z3	SKP2_MOUSE	Skp2	NM_013787	NM_013787	Mus musculus S-phase kinase-associated protein 2 (p45) (Skp2), transcript variant 1, mRNA. (from RefSeq NM_013787)	
ENSMUST00000110585.8	chr15	-	9111984	9140439	uc029snr.4	ENSMUST00000110585.8	BC098371	Q9Z0Z3	SKP2_MOUSE	Skp2			Substrate recognition component of the SCF (SKP1-CUL1-F-  box protein) E3 ubiquitin-protein ligase complex which mediates  the ubiquitination and subsequent proteasomal degradation of  target proteins involved in cell cycle progression, signal  transduction and transcription. The SCF complex provides substrate  specificity and interacts with both, the E2 ubiquitin-conjugating  enzyme and the substrate. Specifically recognizes phosphorylated  CDKN1B/p27kip and is involved in regulation of G1/S transition.  Degradation of CDKN1B/p27kip also requires CKS1. Promotes  ubiquitination and destruction of CDH1 in a CK1-Dependent Manner,  thereby regulating cell migration (By similarity). (from UniProt Q9Z0Z3)	
ENSMUST00000190131.1	chr15	-	9113301	9155424	uc007vfh.3	ENSMUST00000190131.1	NM_001285980	A0A087WQ11		Skp2	NM_001285980	NM_001285980	Mus musculus S-phase kinase-associated protein 2 (p45) (Skp2), transcript variant 3, mRNA. (from RefSeq NM_001285980)	
ENSMUST00000191316.1	chr15	-	9127047	9140352	uc288wxk.1	ENSMUST00000191316.1	AK037002			Skp2			Skp2 (from geneSymbol)	
ENSMUST00000190406.1	chr15	-	9152276	9155425	uc288wxl.1	ENSMUST00000190406.1	AK006221			Skp2			Skp2 (from geneSymbol)	
ENSMUST00000066529.4	chr15	-	11839895	11905639	uc007vhf.3	ENSMUST00000066529.4	NM_008728	P70180	ANPRC_MOUSE	Npr3	NM_008728	NM_008728	Mus musculus natriuretic peptide receptor 3 (Npr3), transcript variant 1, mRNA. (from RefSeq NM_008728)	
ENSMUST00000226139.1	chr15	-	11842259	11890988	uc288wzx.1	ENSMUST00000226139.1	AK166535			Npr3			Npr3 (from geneSymbol)	
ENSMUST00000228603.1	chr15	-	11844382	11905674	uc007vhe.3	ENSMUST00000228603.1	NM_001039181	Q7TMG7	Q7TMG7_MOUSE	Npr3	NM_001039181	NM_001039181	Mus musculus natriuretic peptide receptor 3 (Npr3), transcript variant 2, mRNA. (from RefSeq NM_001039181)	
ENSMUST00000228489.1	chr15	-	11844382	11907287	uc007vhg.3	ENSMUST00000228489.1	NM_001286395	A0A2I3BPR9		Npr3	NM_001286395	NM_001286395	Mus musculus natriuretic peptide receptor 3 (Npr3), transcript variant 3, mRNA. (from RefSeq NM_001286395)	
ENSMUST00000226878.1	chr15	-	11902884	11907201	uc288wzy.1	ENSMUST00000226878.1	AK040677			Npr3			Npr3 (from geneSymbol)	
ENSMUST00000059204.10	chr15	-	26540458	26895580	uc007vjn.2	ENSMUST00000059204.10	NM_176959	Q5BJ29	FBXL7_MOUSE	Fbxl7	NM_176959	NM_176959	Mus musculus F-box and leucine-rich repeat protein 7 (Fbxl7), mRNA. (from RefSeq NM_176959)	
ENSMUST00000226377.1	chr15	-	26787618	26895518	uc288xhd.1	ENSMUST00000226377.1	BC050864			Fbxl7			Fbxl7 (from geneSymbol)	
ENSMUST00000060894.8	chr15	+	34453304	34473892	uc007vls.3	ENSMUST00000060894.8	NM_173421	Q8K0S2	CH047_MOUSE	Erich5	NM_173421	NM_173421	Mus musculus glutamate rich 5 (Erich5), mRNA. (from RefSeq NM_173421)	
ENSMUST00000022894.13	chr15	-	36770769	36794538	uc007vmz.4	ENSMUST00000022894.13	NM_011740	P63101	1433Z_MOUSE	Ywhaz	NM_011740	NM_011740	Mus musculus tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide (Ywhaz), transcript variant 1, mRNA. (from RefSeq NM_011740)	
ENSMUST00000110361.7	chr15	-	36771568	36794531	uc007vna.4	ENSMUST00000110361.7	NM_001253807	P63101	1433Z_MOUSE	Ywhaz	NM_001253807	NM_001253807	Mus musculus tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide (Ywhaz), transcript variant 4, mRNA. (from RefSeq NM_001253807)	
ENSMUST00000110362.3	chr15	-	36771703	36793837	uc288xpt.1	ENSMUST00000110362.3	BC050891	P63101	1433Z_MOUSE	Ywhaz			Adapter protein implicated in the regulation of a large  spectrum of both general and specialized signaling pathways. Binds  to a large number of partners, usually by recognition of a  phosphoserine or phosphothreonine motif. Binding generally results  in the modulation of the activity of the binding partner. (from UniProt P63101)	
ENSMUST00000154879.1	chr15	-	36775044	36793519	uc288xpu.1	ENSMUST00000154879.1	AK150381			Ywhaz			Ywhaz (from geneSymbol)	
ENSMUST00000226851.1	chr15	-	36775499	36796929	uc288xpv.1	ENSMUST00000226851.1	AK150381	A0A2I3BQ03		Ywhaz			Ywhaz (from geneSymbol)	
ENSMUST00000126184.1	chr15	-	36790711	36792414	uc288xpw.1	ENSMUST00000126184.1	AK150381	D3YXN6	D3YXN6_MOUSE	Ywhaz			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YXN6)	
ENSMUST00000151635.1	chr15	-	36790843	36793210	uc288xpx.1	ENSMUST00000151635.1	AK150381	D3YXF4	D3YXF4_MOUSE	Ywhaz			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YXF4)	
ENSMUST00000110359.1	chr15	-	36790898	36794547	uc288xpy.1	ENSMUST00000110359.1	BC050891	D3YW45	D3YW45_MOUSE	Ywhaz			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YW45)	
ENSMUST00000227067.1	chr15	-	36793538	36796929	uc288xpz.1	ENSMUST00000227067.1	BC050891			Ywhaz			Ywhaz (from geneSymbol)	
ENSMUST00000090096.10	chr15	+	41447481	41861045	uc288xvs.1	ENSMUST00000090096.10	NM_001358978	Q4KMM3	OXR1_MOUSE	Oxr1	NM_001358978	NM_001358978	Mus musculus oxidation resistance 1 (Oxr1), transcript variant 8, mRNA. (from RefSeq NM_001358978)	
ENSMUST00000110297.9	chr15	+	41447481	41861048	uc007vot.3	ENSMUST00000110297.9	NM_001130166	Q4KMM3	OXR1_MOUSE	Oxr1	NM_001130166	NM_001130166	Mus musculus oxidation resistance 1 (Oxr1), transcript variant 5, mRNA. (from RefSeq NM_001130166)	
ENSMUST00000179393.7	chr15	+	41449026	41861045	uc007vou.2	ENSMUST00000179393.7	BC098491	Q4KMM3	OXR1_MOUSE	Oxr1			May be involved in protection from oxidative damage. (from UniProt Q4KMM3)	
ENSMUST00000230203.1	chr15	+	41449026	41861047	uc288xvt.1	ENSMUST00000230203.1	BC098491	Q4KMM3	OXR1_MOUSE	Oxr1			May be involved in protection from oxidative damage. (from UniProt Q4KMM3)	
ENSMUST00000229769.1	chr15	+	41710603	41820380	uc288xvu.1	ENSMUST00000229769.1	AK052714	A0A2R8VI09		Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000229511.1	chr15	+	41751697	41820233	uc288xvv.1	ENSMUST00000229511.1	AK052714	A0A2R8W6J0		Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000229836.1	chr15	+	41751700	41801690	uc288xvw.1	ENSMUST00000229836.1	AK052714	A0A2R8VKF8		Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000170127.8	chr15	+	41788940	41861047	uc007vox.4	ENSMUST00000170127.8	NM_001130165	E9Q0A7	E9Q0A7_MOUSE	Oxr1	NM_001130165	NM_001130165	Mus musculus oxidation resistance 1 (Oxr1), transcript variant 4, mRNA. (from RefSeq NM_001130165)	
ENSMUST00000230778.1	chr15	+	41789380	41827029	uc007voy.2	ENSMUST00000230778.1	AK040881	A0A2R8W6N3		Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000022918.14	chr15	+	41789514	41861047	uc007voz.3	ENSMUST00000022918.14	NM_130885	Q4KMM3	OXR1_MOUSE	Oxr1	NM_130885	NM_130885	Mus musculus oxidation resistance 1 (Oxr1), transcript variant 1, mRNA. (from RefSeq NM_130885)	
ENSMUST00000090095.12	chr15	+	41789514	41861047	uc007vpa.3	ENSMUST00000090095.12	NM_001130163	Q4KMM3	OXR1_MOUSE	Oxr1	NM_001130163	NM_001130163	Mus musculus oxidation resistance 1 (Oxr1), transcript variant 2, mRNA. (from RefSeq NM_001130163)	
ENSMUST00000166917.2	chr15	+	41830931	41859308	uc011zso.3	ENSMUST00000166917.2	NM_001130164	B1H3M0	B1H3M0_MOUSE	Oxr1	NM_001130164	NM_001130164	Mus musculus oxidation resistance 1 (Oxr1), transcript variant 3, mRNA. (from RefSeq NM_001130164)	
ENSMUST00000230127.1	chr15	+	41830956	41851498	uc288xvx.1	ENSMUST00000230127.1	BC003927	A0A2R8VHF5		Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000230131.1	chr15	+	41830957	41854994	uc288xvy.1	ENSMUST00000230131.1	AF324899	A0A2R8VHT3		Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000231215.1	chr15	+	41830992	41851416	uc288xvz.1	ENSMUST00000231215.1	BC003927	A0A2R8VHS5		Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000230126.1	chr15	+	41850223	41854994	uc288xwa.1	ENSMUST00000230126.1	BC003927			Oxr1			Oxr1 (from geneSymbol)	
ENSMUST00000079772.3	chr15	-	54250618	54278484	uc007vrk.1	ENSMUST00000079772.3	NM_008764	Q3UK97	Q3UK97_MOUSE	Tnfrsf11b	NM_008764	NM_008764	Mus musculus tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin) (Tnfrsf11b), mRNA. (from RefSeq NM_008764)	
ENSMUST00000025356.3	chr15	+	54571191	54602847	uc007vrm.3	ENSMUST00000025356.3	NM_178920	Q8BI08	MAL2_MOUSE	Mal2	NM_178920	NM_178920	Mus musculus mal, T cell differentiation protein 2 (Mal2), mRNA. (from RefSeq NM_178920)	
ENSMUST00000050027.8	chr15	+	54745701	54754039	uc007vrn.3	ENSMUST00000050027.8	NM_010930	Q64299	NOV_MOUSE	Ccn3	NM_010930	NM_010930	Mus musculus cellular communication network factor 3 (Ccn3), mRNA. (from RefSeq NM_010930)	
ENSMUST00000164542.7	chr15	-	55534093	55557349	uc007vsg.2	ENSMUST00000164542.7	BC060968	G5E909	G5E909_MOUSE	Mrpl13			Mrpl13 (from geneSymbol)	
ENSMUST00000172387.7	chr15	-	55534093	55557748	uc007vsf.2	ENSMUST00000172387.7	NM_026759	Q9D1P0	RM13_MOUSE	Mrpl13	NM_026759	NM_026759	Mus musculus mitochondrial ribosomal protein L13 (Mrpl13), mRNA. (from RefSeq NM_026759)	
ENSMUST00000165356.1	chr15	-	55538635	55548164	uc288yca.1	ENSMUST00000165356.1	BC055470	F7CXG9	F7CXG9_MOUSE	Mrpl13			Belongs to the ribosomal protein L13P family. (from UniProt F7CXG9)	
ENSMUST00000107207.2	chr15	-	55542870	55557283	uc288ycb.1	ENSMUST00000107207.2	BC027542			Mrpl13			Mrpl13 (from geneSymbol)	
ENSMUST00000170135.1	chr15	-	55549453	55557275	uc288ycc.1	ENSMUST00000170135.1	AK141731			Mrpl13			Mrpl13 (from geneSymbol)	
ENSMUST00000160942.7	chr15	+	57985418	58011009	uc011zta.3	ENSMUST00000160942.7	NM_173862	Q8K2P2	FA83A_MOUSE	Fam83a	NM_173862	NM_173862	Mus musculus family with sequence similarity 83, member A (Fam83a), mRNA. (from RefSeq NM_173862)	
ENSMUST00000050374.2	chr15	+	57985909	57995602	uc007vsz.3	ENSMUST00000050374.2	BC030396	Q8K2P2	FA83A_MOUSE	Fam83a			  Event=Alternative splicing; Named isoforms=2;  Name=1;    IsoId=Q8K2P2-1; Sequence=Displayed;  Name=2;    IsoId=Q8K2P2-2; Sequence=VSP_025192, VSP_025193;    Note=No experimental confirmation available; (from UniProt Q8K2P2)	
ENSMUST00000161231.1	chr15	+	58002145	58010047	uc288ydi.1	ENSMUST00000161231.1				Fam83a			Fam83a (from geneSymbol)	
ENSMUST00000100655.4	chr15	-	58022258	58034315	uc007vta.2	ENSMUST00000100655.4	NM_029418	Q9D2X8	CH076_MOUSE	9130401M01Rik	NM_029418	NM_029418	Mus musculus RIKEN cDNA 9130401M01 gene (9130401M01Rik), mRNA. (from RefSeq NM_029418)	
ENSMUST00000187062.1	chr15	-	58022269	58027895	uc007vtb.2	ENSMUST00000187062.1	BC019392			9130401M01Rik			9130401M01Rik (from geneSymbol)	
ENSMUST00000176935.7	chr15	-	58028242	58076425	uc007vtc.3	ENSMUST00000176935.7	AK142790	H3BIW7	H3BIW7_MOUSE	Gm29394			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt H3BIW7)	
ENSMUST00000189159.1	chr15	-	58028811	58034190	uc288ydj.1	ENSMUST00000189159.1	AK018655	A0A087WSQ8		9130401M01Rik			9130401M01Rik (from geneSymbol)	
ENSMUST00000185553.1	chr15	-	58030955	58034325	uc288ydk.1	ENSMUST00000185553.1	AY053393	A0A087WRX1		9130401M01Rik			9130401M01Rik (from geneSymbol)	
ENSMUST00000177176.7	chr15	-	58030958	58076207	uc288ydl.1	ENSMUST00000177176.7	AK142790	H3BKI4	H3BKI4_MOUSE	Gm29394			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt H3BKI4)	
ENSMUST00000080371.7	chr15	-	58941233	59081989	uc007vty.3	ENSMUST00000080371.7	NM_144800	G3X9H7	G3X9H7_MOUSE	Mtss1	NM_144800	NM_144800	Mus musculus MTSS I-BAR domain containing 1 (Mtss1), transcript variant 1, mRNA. (from RefSeq NM_144800)	
ENSMUST00000226393.1	chr15	-	58943241	58956840	uc288yfe.1	ENSMUST00000226393.1	BC023682			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000226976.1	chr15	-	58943359	59040597	uc288yff.1	ENSMUST00000226976.1	AK030533			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000227045.1	chr15	-	58945492	58953583	uc288yfg.1	ENSMUST00000227045.1	BC023682	A0A2I3BQ92		Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000227196.1	chr15	-	58945887	58953580	uc288yfh.1	ENSMUST00000227196.1	BC023682	A0A2I3BQ67		Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000228067.1	chr15	-	58945984	58956472	uc288yfi.1	ENSMUST00000228067.1	AK129139	A0A2I3BPM9		Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000227290.1	chr15	-	58947456	58972539	uc288yfj.1	ENSMUST00000227290.1	AK030533			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000227238.1	chr15	-	58951514	58956836	uc288yfk.1	ENSMUST00000227238.1	BC023682			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000228365.1	chr15	-	58951652	59040596	uc288yfl.1	ENSMUST00000228365.1	AK030533			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000228655.1	chr15	-	59052747	59082005	uc288yfn.1	ENSMUST00000228655.1	AK046628			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000226923.1	chr15	-	59052770	59055464	uc056yyx.1	ENSMUST00000226923.1	AK134122			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000227797.1	chr15	-	59078188	59082001	uc288yfo.1	ENSMUST00000227797.1	AK047381			Mtss1			Mtss1 (from geneSymbol)	
ENSMUST00000162142.1	chr15	+	59315076	59328958	uc288yfs.1	ENSMUST00000162142.1	AK148419			Sqle			Sqle (from geneSymbol)	
ENSMUST00000022977.13	chr15	+	59315080	59331192	uc007vxq.2	ENSMUST00000022977.13	NM_009270	Q3TQK8	Q3TQK8_MOUSE	Sqle	NM_009270	NM_009270	Mus musculus squalene epoxidase (Sqle), mRNA. (from RefSeq NM_009270)	
ENSMUST00000100640.4	chr15	+	59315106	59331192	uc007vxr.2	ENSMUST00000100640.4	AK161837	Q3TSS7	Q3TSS7_MOUSE	Sqle			Sqle (from geneSymbol)	
ENSMUST00000161953.1	chr15	+	59325542	59327199	uc288yft.1	ENSMUST00000161953.1	AK041198			Sqle			Sqle (from geneSymbol)	
ENSMUST00000100635.4	chr15	-	60818993	60825080	uc007vya.3	ENSMUST00000100635.4	NM_001162926	D3YXJ5	D3YXJ5_MOUSE	Lratd2	NM_001162926	NM_001162926	Mus musculus LRAT domain containing 1 (Lratd2), mRNA. (from RefSeq NM_001162926)	
ENSMUST00000180730.2	chr15	+	60822270	60828650	uc011zte.2	ENSMUST00000180730.2	NR_030696			9930014A18Rik	NR_030696	NR_030696	Mus musculus RIKEN cDNA 9930014A18 gene (9930014A18Rik), long non-coding RNA. (from RefSeq NR_030696)	
ENSMUST00000192865.1	chr15	+	60822952	60825609	uc288ygn.1	ENSMUST00000192865.1				9930014A18Rik			9930014A18Rik (from geneSymbol)	
ENSMUST00000186605.1	chr15	+	60823401	60823939	uc288ygo.1	ENSMUST00000186605.1				9930014A18Rik			9930014A18Rik (from geneSymbol)	
ENSMUST00000181910.1	chr15	+	60824340	60831793	uc011ztf.2	ENSMUST00000181910.1	AK036813			9930014A18Rik			9930014A18Rik (from geneSymbol)	
